family,subfamily,clade,genus,Consensus estimate,phylogenetic estimate,Spp recognized (The Plant List),Spp studied,Positive reports,Negative reports,GRIN,TRY,Nodulation_clade,Werner et al. 2014,Li et al. 2015,Sprent 2009,Rai et al. 2000,Chaia et al. 2010,Other sources,Ref:other,Comments
Fabaceae,Papilionoideae,NPAAA,Dalbergiella,Rhizobia,likely_Rhizobia,3,2,1,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Decorsea,Rhizobia,likely_Rhizobia,6,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Deguelia,Rhizobia,likely_Rhizobia,18,4,4,2,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Derris,Rhizobia,likely_Rhizobia,87,18,17,4,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Desmodium,Rhizobia,likely_Rhizobia,326,126,141,8,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Dioclea,Rhizobia,likely_Rhizobia,59,13,12,2,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Dipogon,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Disynstemon,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Dolichopsis,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Dolichos,Rhizobia,likely_Rhizobia,69,28,30,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Dorycnium,Rhizobia,likely_Rhizobia,12,7,10,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ebenus,Rhizobia,likely_Rhizobia,6,2,1,1,ambiguous,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Eremosparton,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Eriosema,Rhizobia,likely_Rhizobia,157,32,35,1,Rhizobia,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Erythrina,Rhizobia,likely_Rhizobia,129,57,61,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Flemingia,Rhizobia,likely_Rhizobia,37,13,13,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Fordia,likely_Rhizobia,likely_Rhizobia,18,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Galactia,Rhizobia,likely_Rhizobia,113,12,11,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Galega,Rhizobia,likely_Rhizobia,5,5,6,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Genistidium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Gliricidia,Rhizobia,likely_Rhizobia,4,2,2,1,ambiguous,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Glycine,Rhizobia,likely_Rhizobia,16,16,18,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Glycyrrhiza,Rhizobia,likely_Rhizobia,21,8,8,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Gueldenstaedtia,Rhizobia,likely_Rhizobia,12,4,5,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Halimodendron,Rhizobia,likely_Rhizobia,1,2,2,2,ambiguous,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hardenbergia,Rhizobia,likely_Rhizobia,3,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hebestigma,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hedysarum,Rhizobia,likely_Rhizobia,201,30,36,3,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Helicotropis,Rhizobia,likely_Rhizobia,4,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Hippocrepis,Rhizobia,likely_Rhizobia,30,7,7,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hoita,Rhizobia,likely_Rhizobia,2,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hylodesmum,Rhizobia,likely_Rhizobia,16,5,7,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Hypocalyptus,Rhizobia,likely_Rhizobia,3,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Indigastrum,Rhizobia,likely_Rhizobia,9,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Indigofera,Rhizobia,likely_Rhizobia,647,240,260,13,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Kennedia,Rhizobia,likely_Rhizobia,15,14,14,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Kummerowia,Rhizobia,likely_Rhizobia,2,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Kunstleria,likely_Rhizobia,likely_Rhizobia,8,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Lablab,Rhizobia,likely_Rhizobia,2,2,4,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ladeania,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Lathyrus,Rhizobia,likely_Rhizobia,159,57,63,4,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Lennea,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Lens,Rhizobia,likely_Rhizobia,7,5,9,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Leptoderris,Rhizobia,likely_Rhizobia,27,3,3,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Leptospron,Rhizobia,likely_Rhizobia,2,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Lespedeza,Rhizobia,likely_Rhizobia,58,43,54,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Lessertia,Rhizobia,likely_Rhizobia,61,27,28,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Lonchocarpus,Rhizobia,likely_Rhizobia,211,29,29,3,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Lotus,Rhizobia,likely_Rhizobia,141,87,100,4,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Macroptilium,Rhizobia,likely_Rhizobia,21,8,8,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Macrotyloma,Rhizobia,likely_Rhizobia,25,11,16,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Medicago,Rhizobia,likely_Rhizobia,103,75,96,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Melilotus,Rhizobia,likely_Rhizobia,22,25,28,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Microcharis,Rhizobia,likely_Rhizobia,34,5,5,0,Rhizobia,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Millettia,Rhizobia,likely_Rhizobia,202,28,22,7,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Mucuna,Rhizobia,likely_Rhizobia,82,23,26,4,Rhizobia,None,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Muellera,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Mundulea,Rhizobia,likely_Rhizobia,13,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Mysanthus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Neonotonia,Rhizobia,likely_Rhizobia,2,1,2,1,ambiguous,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Neorautanenia,Rhizobia,likely_Rhizobia,3,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Nesphostylis,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Olneya,Rhizobia,likely_Rhizobia,1,1,1,1,ambiguous,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Onobrychis,Rhizobia,likely_Rhizobia,148,22,24,1,Rhizobia,variable,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ononis,Rhizobia,likely_Rhizobia,69,23,26,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ophrestia,Rhizobia,likely_Rhizobia,15,4,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Orbexilum,Rhizobia,likely_Rhizobia,5,3,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ostryocarpus,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Otholobium,Rhizobia,likely_Rhizobia,50,12,12,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Otoptera,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Oxyrhynchus,Rhizobia,likely_Rhizobia,3,2,2,2,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Oxytropis,Rhizobia,likely_Rhizobia,586,35,46,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Parochetus,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Pediomelum,Rhizobia,likely_Rhizobia,11,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Peteria,likely_Rhizobia,likely_Rhizobia,4,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Phaseolus,Rhizobia,likely_Rhizobia,97,48,56,4,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Philenoptera,Rhizobia,likely_Rhizobia,6,5,4,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Phyllodium,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Phylloxylon,likely_Rhizobia,likely_Rhizobia,7,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Physostigma,likely_Rhizobia,likely_Rhizobia,5,1,0,1,None,,,,None,,,,,,
Fabaceae,Papilionoideae,NPAAA,Piscidia,Rhizobia,likely_Rhizobia,7,3,3,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Pisum,Rhizobia,likely_Rhizobia,7,5,13,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Poissonia,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Poitea,Rhizobia,likely_Rhizobia,13,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Pongamiopsis,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Pseudarthria,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Psophocarpus,Rhizobia,likely_Rhizobia,10,4,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Psoralea,Rhizobia,likely_Rhizobia,101,52,53,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Psoralidium,Rhizobia,likely_Rhizobia,2,3,3,1,Rhizobia,,unrecognized,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ptycholobium,Rhizobia,likely_Rhizobia,3,3,3,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Pueraria,Rhizobia,likely_Rhizobia,20,12,15,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ramirezella,Rhizobia,likely_Rhizobia,10,1,2,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Rhynchosia,Rhizobia,likely_Rhizobia,257,73,83,3,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Rhynchotropis,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Robinia,Rhizobia,likely_Rhizobia,8,4,8,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Rupertia,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Securigera,Rhizobia,likely_Rhizobia,13,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sesbania,Rhizobia,likely_Rhizobia,56,51,70,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Shuteria,Rhizobia,likely_Rhizobia,5,4,4,2,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sigmoidotropis,Rhizobia,likely_Rhizobia,9,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Smirnowia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Spathionema,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Spatholobus,Rhizobia,likely_Rhizobia,34,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sphaerophysa,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sphenostylis,Rhizobia,likely_Rhizobia,8,5,7,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sphinctospermum,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Strophostyles,Rhizobia,likely_Rhizobia,4,4,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Sutherlandia,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Swainsona,Rhizobia,likely_Rhizobia,55,27,28,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Tadehagi,Rhizobia,likely_Rhizobia,4,1,4,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Taverniera,Rhizobia,likely_Rhizobia,16,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Tephrosia,Rhizobia,likely_Rhizobia,362,106,138,4,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Teramnus,Rhizobia,likely_Rhizobia,10,5,7,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Tibetia,Rhizobia,likely_Rhizobia,6,1,1,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Trifolium,Rhizobia,likely_Rhizobia,244,185,220,2,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Trigonella,Rhizobia,likely_Rhizobia,95,37,37,2,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Uraria,Rhizobia,likely_Rhizobia,25,9,10,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Wajira,Rhizobia,likely_Rhizobia,5,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Vatovaea,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Vicia,Rhizobia,likely_Rhizobia,232,73,95,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Vigna,Rhizobia,likely_Rhizobia,118,72,90,3,Rhizobia,variable,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Wisteria,Rhizobia,likely_Rhizobia,9,5,7,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Xeroderris,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,,,,,,
Fabaceae,Papilionoideae,Ormosia,Haplormosia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Ormosia,Ormosia,Rhizobia,likely_Rhizobia,122,32,34,2,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Ormosia,Panurea,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Ormosia,Spirotropis,Rhizobia,likely_Rhizobia,2,1,2,0,,,,,,,,,Rhizobia,"Le Roux et al. 2007 (nat, 1sp); Prin et al. 2008 (nat, 1sp)",
Fabaceae,Papilionoideae,Podalyrieae,Amphithalea,Rhizobia,likely_Rhizobia,23,3,3,0,,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Cadia,Rhizobia,likely_Rhizobia,7,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Calpurnia,Rhizobia,likely_Rhizobia,7,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Cyclopia,Rhizobia,likely_Rhizobia,20,15,15,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Liparia,Rhizobia,likely_Rhizobia,19,6,6,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Podalyria,Rhizobia,likely_Rhizobia,28,11,11,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Stirtonanthus,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Virgilia,Rhizobia,likely_Rhizobia,2,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Podalyrieae,Xiphotheca,Rhizobia,likely_Rhizobia,1,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Ammodendron,likely_Rhizobia,likely_Rhizobia,5,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,Sophoreae,Ammopiptanthus,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Ammothamnus,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Sophoreae,Anagyris,Rhizobia,likely_Rhizobia,1,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Baptisia,Rhizobia,likely_Rhizobia,28,7,10,0,Rhizobia,variable,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Bolusanthus,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,None,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Dicraeopetalum,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Sophoreae,Euchresta,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Maackia,Rhizobia,likely_Rhizobia,9,3,3,4,ambiguous,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Piptanthus,Rhizobia,likely_Rhizobia,3,5,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Platycelyphium,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Sophoreae,Salweenia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Sophoreae,Sophora,Rhizobia,likely_Rhizobia,61,25,33,8,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Sophoreae,Thermopsis,Rhizobia,likely_Rhizobia,30,10,10,0,Rhizobia,None,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Ateleia,Rhizobia,likely_Rhizobia,25,5,5,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Bobgunnia,Rhizobia,likely_Rhizobia,2,2,1,1,ambiguous,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Bocoa,None,likely_Rhizobia,8,3,1,3,None,Present,,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Candolleodendron,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,swartzioid,Cyathostegia,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Swartzia,Rhizobia,likely_Rhizobia,181,35,30,9,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,swartzioid,Trischidium,likely_Rhizobia,likely_Rhizobia,5,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Vatairea,Luetzelburgia,None,unlikely_Rhizobia,8,3,0,3,None,,None,None,None,,,,,,
