family,subfamily,clade,genus,Consensus estimate,phylogenetic estimate,Spp recognized (The Plant List),Spp studied,Positive reports,Negative reports,GRIN,TRY,Nodulation_clade,Werner et al. 2014,Li et al. 2015,Sprent 2009,Rai et al. 2000,Chaia et al. 2010,Other sources,Ref:other,Comments
Fabaceae,Papilionoideae,Crotalarieae,Rafnia,Rhizobia,likely_Rhizobia,32,15,17,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Crotalarieae,Robynsiophyton,Rhizobia,likely_Rhizobia,1,1,1,0,,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Crotalarieae,Rothia,Rhizobia,likely_Rhizobia,2,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Crotalarieae,Wiborgia,Rhizobia,likely_Rhizobia,10,5,5,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Crotalarieae,Wiborgiella,Rhizobia,likely_Rhizobia,0,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Acosmium,Rhizobia,likely_Rhizobia,18,6,3,4,ambiguous,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Adesmia,Rhizobia,likely_Rhizobia,226,7,7,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Aeschynomene,Rhizobia,likely_Rhizobia,170,56,87,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Amicia,Rhizobia,likely_Rhizobia,8,3,2,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Arachis,Rhizobia,likely_Rhizobia,81,17,22,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Brya,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Bryaspis,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Cascaronia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Centrolobium,Rhizobia,likely_Rhizobia,7,4,4,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Chaetocalyx,None,unlikely_Rhizobia,16,3,0,4,None,,None,None,None,None,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Chapmannia,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Cranocarpus,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Cyclocarpa,Rhizobia,likely_Rhizobia,1,1,1,1,ambiguous,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Dalbergia,Rhizobia,likely_Rhizobia,287,67,65,9,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Diphysa,Rhizobia,likely_Rhizobia,21,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Discolobium,Rhizobia,likely_Rhizobia,8,3,3,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Etaballia,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Fiebrigiella,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Fissicalyx,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Geissaspis,Rhizobia,likely_Rhizobia,4,2,2,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Geoffroea,Rhizobia,likely_Rhizobia,4,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Grazielodendron,likely_Rhizobia,likely_Rhizobia,1,1,0,1,None,,None,,None,None,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Humularia,Rhizobia,likely_Rhizobia,33,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Inocarpus,Rhizobia,likely_Rhizobia,2,2,0,2,None,,None,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Kotschya,Rhizobia,likely_Rhizobia,30,8,8,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Machaerium,Rhizobia,likely_Rhizobia,157,30,28,3,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Maraniona,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Nissolia,None,unlikely_Rhizobia,18,1,0,1,None,Present,None,None,None,None,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Ormocarpopsis,likely_Rhizobia,likely_Rhizobia,6,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Ormocarpum,Rhizobia,likely_Rhizobia,23,6,5,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Paramachaerium,Rhizobia,likely_Rhizobia,5,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Pictetia,Rhizobia,likely_Rhizobia,10,1,1,0,,,,,,,,,Rhizobia,Schroder 2002,
Fabaceae,Papilionoideae,Dalbergieae,Platymiscium,Rhizobia,likely_Rhizobia,37,8,8,2,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Platypodium,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Poiretia,Rhizobia,likely_Rhizobia,11,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Pterocarpus,likely_Rhizobia,likely_Rhizobia,66,23,27,4,ambiguous,Present,variable,Rhizobia,Rhizobia,Rhizobia,,,,,some Brazilian spp may be non-nodulating (Sprent 2008)
Fabaceae,Papilionoideae,Dalbergieae,Ramorinoa,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,None,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Riedeliella,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Smithia,Rhizobia,likely_Rhizobia,22,13,13,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Soemmeringia,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Steinbachiella,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Stylosanthes,Rhizobia,likely_Rhizobia,46,34,42,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Zornia,Rhizobia,likely_Rhizobia,86,16,18,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Zygocarpum,likely_Rhizobia,likely_Rhizobia,0,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Tipuana,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Dalbergieae,Weberbauerella,Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Exostyleae,Exostyles,None,unlikely_Rhizobia,4,1,0,1,,,None,,None,None,,,,,
Fabaceae,Papilionoideae,Exostyleae,Harleyodendron,None,unlikely_Rhizobia,1,1,0,1,None,,None,,None,None,,,,,
Fabaceae,Papilionoideae,Exostyleae,Holocalyx,None,unlikely_Rhizobia,1,1,0,1,None,Present,,,None,,,,,,
Fabaceae,Papilionoideae,Exostyleae,Lecointea,None,unlikely_Rhizobia,7,1,0,1,,,None,None,None,,,,,,
Fabaceae,Papilionoideae,Exostyleae,Zollernia,None,unlikely_Rhizobia,10,4,1,3,None,,None,,Rhizobia,None,,,,,
Fabaceae,Papilionoideae,Exostyleae,Uribea,unlikely_Rhizobia,unlikely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Adenocarpus,Rhizobia,likely_Rhizobia,16,4,5,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Anarthrophyllum,likely_Rhizobia,likely_Rhizobia,16,1,1,0,,,,,,,,,Rhizobia,Stronati et al. 2012,
Fabaceae,Papilionoideae,Genisteae,Argyrocytisus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,Likely_rhizobia,"Guedira et al. 2008 (nat, 1sp)",
Fabaceae,Papilionoideae,Genisteae,Argyrolobium,Rhizobia,likely_Rhizobia,97,32,36,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Calicotome,Rhizobia,likely_Rhizobia,5,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Cytisophyllum,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Cytisus,Rhizobia,likely_Rhizobia,73,31,33,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Dichilus,Rhizobia,likely_Rhizobia,5,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Echinospartum,Rhizobia,likely_Rhizobia,4,1,1,0,,,,,,,,,Rhizobia,Pueppke & Broughton 1999,
Fabaceae,Papilionoideae,Genisteae,Erinacea,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Genista,Rhizobia,likely_Rhizobia,125,28,30,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Gonocytisus,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Hesperolaburnum,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Laburnum,Rhizobia,likely_Rhizobia,4,3,3,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Lembotropis,Rhizobia,likely_Rhizobia,2,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Lupinus,Rhizobia,likely_Rhizobia,626,76,91,5,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Melolobium,Rhizobia,likely_Rhizobia,27,9,9,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Neoharmsia,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Pericopsis,Rhizobia,likely_Rhizobia,4,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Petteria,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Podocytisus,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Polhillia,likely_Rhizobia,likely_Rhizobia,6,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Retama,Rhizobia,likely_Rhizobia,4,3,4,0,Rhizobia,variable,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Sakoanala,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Sellocharis,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Genisteae,Spartium,Rhizobia,likely_Rhizobia,1,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Stauracanthus,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Genisteae,Ulex,Rhizobia,likely_Rhizobia,13,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Leptolobieae,Bowdichia,Rhizobia,likely_Rhizobia,2,2,2,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Leptolobieae,Diplotropis,Rhizobia,likely_Rhizobia,12,4,5,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Leptolobieae,Guianodendron,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,Rhizobia,,,,,,,,
Fabaceae,Papilionoideae,Leptolobieae,Leptolobium,Rhizobia,likely_Rhizobia,3,1,1,0,,,unrecognized,,,,,,Rhizobia,"Gei & Powers 2015 (exp, 1sp)",
Fabaceae,Papilionoideae,Mirbelieae,Aenictophyton,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Almaleea,Rhizobia,likely_Rhizobia,5,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Aotus,Rhizobia,likely_Rhizobia,14,5,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Bossiaea,Rhizobia,likely_Rhizobia,48,16,16,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Callistachys,Rhizobia,likely_Rhizobia,7,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Chorizema,Rhizobia,likely_Rhizobia,20,9,9,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Daviesia,Rhizobia,likely_Rhizobia,82,23,24,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Dillwynia,Rhizobia,likely_Rhizobia,22,13,14,0,Rhizobia,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Erichsenia,Rhizobia,likely_Rhizobia,1,1,1,1,None,,,,,,,,Rhizobia,"Lieberman et al. 1985 (nat+exp, 1 sp)",
Fabaceae,Papilionoideae,Mirbelieae,Euchilopsis,Rhizobia,likely_Rhizobia,1,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Eutaxia,Rhizobia,likely_Rhizobia,8,5,5,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Gastrolobium,Rhizobia,likely_Rhizobia,105,18,18,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Gompholobium,Rhizobia,likely_Rhizobia,35,13,13,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Goodia,Rhizobia,likely_Rhizobia,2,2,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Isotropis,Rhizobia,likely_Rhizobia,12,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Jacksonia,Rhizobia,likely_Rhizobia,37,11,11,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Latrobea,Rhizobia,likely_Rhizobia,5,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Leptosema,Rhizobia,likely_Rhizobia,6,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Mirbelia,Rhizobia,likely_Rhizobia,26,9,9,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Muelleranthus,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Otion,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Oxylobium,Rhizobia,likely_Rhizobia,17,10,10,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Paragoodia,likely_Rhizobia,likely_Rhizobia,0,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Phyllota,Rhizobia,likely_Rhizobia,10,3,3,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Platylobium,Rhizobia,likely_Rhizobia,4,2,2,0,Rhizobia,Present,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Podolobium,Rhizobia,likely_Rhizobia,1,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Ptychosema,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Pultenaea,Rhizobia,likely_Rhizobia,104,30,32,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Sphaerolobium,Rhizobia,likely_Rhizobia,18,3,3,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Stonesiella,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Urodon,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,Mirbelieae,Viminaria,Rhizobia,likely_Rhizobia,1,2,2,0,Rhizobia,,Rhizobia,Rhizobia,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Abrus,Rhizobia,likely_Rhizobia,19,10,14,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Aganope,Rhizobia,likely_Rhizobia,7,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Alhagi,Rhizobia,likely_Rhizobia,8,3,3,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Alistilus,Rhizobia,likely_Rhizobia,3,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Alysicarpus,Rhizobia,likely_Rhizobia,34,16,18,0,Rhizobia,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Amphicarpaea,Rhizobia,likely_Rhizobia,4,6,9,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Ancistrotropis,Rhizobia,likely_Rhizobia,6,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Anthyllis,Rhizobia,likely_Rhizobia,35,12,14,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Apios,Rhizobia,likely_Rhizobia,8,3,3,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Apurimacia,likely_Rhizobia,likely_Rhizobia,6,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Astragalus,Rhizobia,likely_Rhizobia,2455,175,188,6,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Austrosteenisia,likely_Rhizobia,likely_Rhizobia,3,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Barnebyella,likely_Rhizobia,likely_Rhizobia,1,0,0,0,,,unrecognized,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Bituminaria,Rhizobia,likely_Rhizobia,4,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Butea,Rhizobia,likely_Rhizobia,4,1,1,1,ambiguous,Present,None,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Cajanus,Rhizobia,likely_Rhizobia,32,9,9,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Callerya,Rhizobia,likely_Rhizobia,33,5,4,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Calophaca,Rhizobia,likely_Rhizobia,9,1,1,0,Rhizobia,,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Calopogonium,Rhizobia,likely_Rhizobia,9,3,3,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Canavalia,Rhizobia,likely_Rhizobia,70,11,12,1,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Caragana,Rhizobia,likely_Rhizobia,90,25,25,2,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Carmichaelia,Rhizobia,likely_Rhizobia,43,22,22,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Centrosema,Rhizobia,likely_Rhizobia,49,15,15,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Chesneya,Rhizobia,likely_Rhizobia,45,2,1,1,ambiguous,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Christia,Rhizobia,likely_Rhizobia,12,2,2,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Cicer,Rhizobia,likely_Rhizobia,44,5,5,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Clianthus,Rhizobia,likely_Rhizobia,1,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Clitoria,Rhizobia,likely_Rhizobia,66,17,18,1,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Cochliasanthus,Rhizobia,likely_Rhizobia,1,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Codariocalyx,Rhizobia,likely_Rhizobia,2,3,3,0,Rhizobia,,Rhizobia,,,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Cologania,Rhizobia,likely_Rhizobia,12,2,2,0,Rhizobia,Present,Rhizobia,,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Colutea,Rhizobia,likely_Rhizobia,25,6,6,0,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Condylostylis,Rhizobia,likely_Rhizobia,3,0,0,0,,,Rhizobia,,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Coronilla,Rhizobia,likely_Rhizobia,10,16,17,3,Rhizobia,Present,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Coursetia,Rhizobia,likely_Rhizobia,40,3,3,1,Rhizobia,variable,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Craibia,Rhizobia,likely_Rhizobia,12,2,2,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,,,,,,
Fabaceae,Papilionoideae,NPAAA,Craspedolobium,likely_Rhizobia,likely_Rhizobia,2,0,0,0,,,,,,,,,,,
Fabaceae,Papilionoideae,NPAAA,Cullen,Rhizobia,likely_Rhizobia,13,13,13,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,Rhizobia,,,,,
Fabaceae,Papilionoideae,NPAAA,Cyamopsis,Rhizobia,likely_Rhizobia,5,4,4,0,Rhizobia,,Rhizobia,Rhizobia,Rhizobia,,,,,,
